Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_21_513.jpg;0;0;0;-0.03766708;102.6903;184.9348;359.9544;96.60989;0.05106654
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_21_580.jpg;0;0;0;-0.03541098;102.6903;184.9348;0.0704954;96.60977;0.0505245
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_21_646.jpg;0;0;0;-0.03162185;102.6903;184.9348;0.1768412;96.60968;0.0489676
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_21_713.jpg;0;0;0;-0.02831262;102.6903;184.9347;0.3011531;96.60956;0.04552929
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_21_780.jpg;-1.568032;0;0;-0.02470514;102.6903;184.9347;0.3798694;96.42136;0.04330202
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_21_846.jpg;-4.502576;0;0;-0.01961517;102.6903;184.9347;0.4452509;95.79022;0.04409183
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_21_913.jpg;-7.506885;0;0;-0.01570901;102.6903;184.9346;0.5098236;94.16876;0.0507046
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_21_979.jpg;-10.50074;0;0;-0.01081476;102.6903;184.9346;0.5375985;92.36856;0.05583421
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_22_045.jpg;-13.50844;0;0;0;102.6903;184.9346;0.5504422;90.1178;0.06214654
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_22_110.jpg;-15;0;0;0;102.6903;184.9346;0.5474269;86.52111;0.07120085
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_22_177.jpg;-15;0;0;0;102.6903;184.9346;0.5332306;83.82098;0.07434778
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_22_247.jpg;-15;0;0;0;102.6903;184.9346;0.5110254;81.1209;0.07457291
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_22_313.jpg;-15;0;0;0.01069257;102.6903;184.9346;0.4716039;77.52094;0.07020698
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_22_380.jpg;-15;0;0;0.01246886;102.6903;184.9346;0.4356938;74.82101;0.06249091
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_22_446.jpg;-15;0;0;0.01439615;102.6902;184.9346;0.3958057;72.12109;0.05094679
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_22_513.jpg;-15;0;0;0.01546096;102.6902;184.9346;0.3387046;68.52123;0.03005124
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_22_580.jpg;-15;0;0;0.01618817;102.6902;184.9347;0.2945161;65.82135;0.01080784
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_22_646.jpg;-15;0;0;0.01663905;102.6902;184.9347;0.2503772;63.12143;359.9891
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_22_714.jpg;-15;0;0;0.01660924;102.6902;184.9347;0.193217;59.52151;359.9576
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_22_780.jpg;-15;0;0;0.01629025;102.6902;184.9347;0.1526192;56.82152;359.9328
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_22_846.jpg;-15;0;0;0.01547004;102.6902;184.9347;0.1146426;54.12151;359.908
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_22_914.jpg;-15;0;0;0.01460523;102.6902;184.9348;0.06882191;50.52147;359.876
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_22_980.jpg;-15;0;0;0.01357262;102.6902;184.9348;0.03841471;47.82144;359.8537
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_23_046.jpg;-15;0;0;0.01201229;102.6902;184.9348;0.01153485;45.12138;359.8334
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_23_111.jpg;-15;0;0;0.01076838;102.6902;184.9348;359.9811;41.52128;359.8106
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_23_177.jpg;-15;0;0;0;102.6902;184.9348;359.9623;38.82122;359.797
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_23_243.jpg;-15;0;0;0;102.6903;184.9348;359.9466;36.1212;359.7869
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_23_314.jpg;-15;0;0;0;102.6903;184.9348;359.93;32.52115;359.7789
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_23_382.jpg;-15;0;0;0;102.6903;184.9348;359.9205;29.82116;359.777
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_23_446.jpg;-15;0;0;0;102.6903;184.9348;359.9131;27.12115;359.7787
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_23_511.jpg;-15;0;0;0;102.6903;184.9348;359.9059;23.5211;359.7862
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_23_578.jpg;-15;0;0;0;102.6903;184.9348;359.902;20.82111;359.7953
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_23_643.jpg;-15;0;0;0;102.6903;184.9348;359.8993;18.12115;359.8071
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_23_710.jpg;-15;0;0;0;102.6903;184.9348;359.8967;14.52122;359.8263
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_23_781.jpg;-15;0;0;0;102.6903;184.9348;359.8954;11.82128;359.8429
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_23_847.jpg;-15;0;0;0;102.6903;184.9348;359.8945;9.121376;359.8607
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_23_915.jpg;-15;0;0;0;102.6903;184.9348;359.8936;5.521477;359.886
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_23_981.jpg;-15;0;0;0;102.6903;184.9348;359.8931;2.821449;359.9054
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_24_048.jpg;-15;0;0;0;102.6903;184.9348;359.8925;359.2215;359.9312
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_24_111.jpg;-15;0;0;0;102.6903;184.9348;359.8923;356.5215;359.95
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_24_177.jpg;-15;0;0;0;102.6903;184.9348;359.8923;353.8215;359.9681
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_24_243.jpg;-15;0;0;0;102.6903;184.9348;359.8925;351.1216;359.9852
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_24_314.jpg;-15;0;0;0;102.6903;184.9348;359.8933;347.5217;0.006121487
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_24_382.jpg;-15;0;0;0;102.6903;184.9348;359.8944;344.8217;0.02017136
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_24_449.jpg;-15;0;0;0;102.6903;184.9348;359.8967;341.2217;0.03656504
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_24_512.jpg;-15;0;0;0;102.6903;184.9348;359.8991;338.5218;0.0470483
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_24_581.jpg;-15;0;0;0;102.6903;184.9348;359.9022;335.8217;0.05597389
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_24_649.jpg;-15;0;0;0;102.6903;184.9348;359.9074;332.2217;0.06551199
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_24_713.jpg;-15;0;0;0;102.6903;184.9348;359.9121;329.5218;0.0709791
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_24_780.jpg;-15;0;0;0;102.6903;184.9348;359.9175;326.8218;0.07509806
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_24_846.jpg;-15;0;0;0;102.6903;184.9348;359.9237;324.1218;0.07797614
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_24_913.jpg;-15;0;0;0;102.6903;184.9348;359.9328;320.5218;0.08008327
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_24_981.jpg;-15;0;0;0;102.6903;184.9348;359.9403;317.8218;0.08052515
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_25_047.jpg;-15;0;0;0;102.6903;184.9348;359.9483;315.1218;0.08012602
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_25_110.jpg;-15;0;0;0;102.6903;184.9348;359.9595;311.5219;0.07849258
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_25_177.jpg;-15;0;0;0;102.6903;184.9348;359.9681;308.8218;0.07658592
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_25_246.jpg;-15;0;0;0;102.6903;184.9348;359.9769;306.1218;0.07420681
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_25_313.jpg;-15;0;0;0;102.6902;184.9348;359.9885;302.5218;0.07045584
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_25_382.jpg;-15;0;0;0;102.6902;184.9348;-0.002947864;299.8218;0.06731036
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_25_447.jpg;-15;0;0;0;102.6902;184.9348;0.005303148;297.1218;0.06394906
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_25_514.jpg;-15;0;0;0;102.6902;184.9348;0.01569347;293.5218;0.05922147
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_25_580.jpg;-15;0;0;0;102.6902;184.9348;0.02290555;290.8218;0.05554433
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_25_646.jpg;-13.48567;0;0;0;102.6902;184.9348;0.02961348;288.2126;0.05174264
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_25_714.jpg;-10.48798;0;0;0;102.6902;184.9348;0.03810893;285.5148;0.04607785
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_25_781.jpg;-7.492724;0;0;0;102.6902;184.9348;0.04389669;284.0757;0.04125609
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_25_846.jpg;-8.489576;0;0;0;102.6902;184.9348;0.0486653;282.6068;0.0363129
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_25_914.jpg;-1.504112;0;0;0;102.6902;184.9348;0.05402458;281.8254;0.02856461
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_25_980.jpg;-0.124275;0;0;0;102.6902;184.9348;0.05681736;281.6866;0.02231513
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_26_046.jpg;0;0;0;0;102.6902;184.9348;0.05838397;281.6866;0.01603304
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_26_111.jpg;0;0;0;0;102.6903;184.9348;0.05857074;281.6866;0.008016869
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_26_182.jpg;0;0;0;0;102.6903;184.9348;0.05739708;281.6866;0.002409656
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_26_249.jpg;0;0;0;0;102.6903;184.9348;0.05427545;281.6866;-0.004367672
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_26_316.jpg;0;0;0;0;102.6903;184.9348;0.05092049;281.6866;359.9911
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_26_382.jpg;0;0;0;0;102.6903;184.9348;0.04683533;281.6866;359.9872
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_26_449.jpg;0;0;0;0;102.6903;184.9348;0.04048067;281.6866;359.983
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_26_513.jpg;0;0;0;0;102.6903;184.9348;0.03520757;281.6866;359.9805
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_26_580.jpg;0;0;0;0;102.6903;184.9348;0.02964545;281.6866;359.9787
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_26_643.jpg;0;0.1991222;0;0;102.6905;184.9338;0.04578202;281.6773;359.9775
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_26_716.jpg;0;0.3955794;0;0;102.6908;184.9321;0.0734416;281.7182;359.9768
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_26_782.jpg;0;0.6044848;0;0.05413213;102.6917;184.9278;0.1562407;281.6933;359.977
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_26_849.jpg;0;0.8055162;0;0.07667806;102.6936;184.9188;0.3242283;281.6211;359.9781
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_26_916.jpg;0;1;0;0.1216843;102.6961;184.9076;0.5214139;281.4353;-0.002069523
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_26_980.jpg;0;1;0;0.2004529;102.6989;184.8926;0.7552901;281.2109;0.0003153233
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_27_047.jpg;0;1;0;0.2451043;102.7025;184.8744;1.007803;281.2576;-0.001338644
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_27_112.jpg;-2.035677;1;0;0.2907867;102.7079;184.8461;1.310952;281.2547;-0.001016337
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_27_179.jpg;-5.911413;1;0;0.34075;102.7114;184.8259;1.259991;281.0031;-0.0006505327
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_27_249.jpg;-9.928394;1;0;0.4228711;102.7154;184.7946;1.099009;280.6781;-0.004228078
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_27_316.jpg;-5.757353;1;0;0.4622992;102.7193;184.7667;1.054529;280.493;0.001269289
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_27_382.jpg;-1.723356;1;0;0.5297786;102.7242;184.7349;1.07251;280.4691;-0.0005122939
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_27_448.jpg;0;1;0;0.5678831;102.7327;184.687;1.170286;280.6312;-0.001653771
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_27_513.jpg;0;1;0;0.6210248;102.7399;184.6478;1.245991;280.6501;-0.001060384
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_27_581.jpg;0;1;0;0.6827847;102.7473;184.6076;1.234222;280.7863;-0.002790779
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_27_648.jpg;1.958724;1;0;0.7322615;102.7584;184.5493;1.194435;280.7586;0.0005936017
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_27_714.jpg;5.997564;1;0;0.7974722;102.7688;184.5018;1.194746;280.9875;-0.002295916
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_27_780.jpg;2.040077;1;0;0.8352081;102.7797;184.4518;1.199701;281.1855;-0.001758252
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_27_847.jpg;0;1;0;0.9112616;102.7904;184.398;1.227579;281.2523;-0.001740697
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_27_913.jpg;0;1;0;0.9568124;102.8053;184.3216;1.247263;281.2571;-0.0009269509
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_27_981.jpg;0;1;0;1.011654;102.817;184.2613;1.237497;281.2498;-0.0009521663
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_28_047.jpg;0;1;0;1.075538;102.8292;184.1989;1.209666;281.2437;-0.0004170546
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_28_112.jpg;0;1;0;1.109146;102.8465;184.1102;1.230075;281.1997;-0.0006168068
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_28_178.jpg;0;1;0;1.162983;102.86;184.0407;1.234959;281.1603;-0.0008533981
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_28_245.jpg;0;1;0;1.223119;102.8739;183.9686;1.229737;281.1352;-0.0005908806
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_28_316.jpg;0;1;0;1.273704;102.8934;183.8679;1.234808;281.0936;-0.0007666667
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_28_383.jpg;0;1;0;1.335282;102.9085;183.789;1.239434;281.0715;-0.0007755679
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_28_446.jpg;0;1;0;1.382813;102.9242;183.7074;1.243154;281.052;-0.0008423792
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_28_515.jpg;0;1;0;1.430197;102.9458;183.5943;1.245992;281.0323;-0.0009303929
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_28_580.jpg;0;1;0;1.478468;102.9627;183.5061;1.24941;281.0203;-0.0009672886
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_28_647.jpg;0;1;0;1.539959;102.98;183.4152;1.254405;281.0061;-0.0009653556
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_28_714.jpg;0;1;0;1.58723;103.0039;183.2897;1.261336;280.991;-0.0009714428
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_28_780.jpg;0;1;0;1.648215;103.0224;183.1925;1.262417;280.9805;-0.0009995046
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_28_847.jpg;0;1;0;1.694252;103.0414;183.0924;1.268698;280.9691;-0.001016347
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_28_914.jpg;0;1;0;1.740955;103.0675;182.9549;1.273421;280.9546;-0.001043729
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_28_980.jpg;0;1;0;1.786617;103.0876;182.8485;1.279962;280.9436;-0.001048229
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_29_047.jpg;0;1;0;1.847492;103.1082;182.7395;1.284488;280.9323;-0.00109065
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_29_112.jpg;0;1;0;1.892842;103.1365;182.59;1.286478;280.918;-0.001100485
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_29_179.jpg;0;1;0;1.938021;103.1582;182.4747;1.291757;280.9076;-0.001151887
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_29_246.jpg;0;1;0;1.997962;103.1805;182.3568;1.29602;280.8965;-0.001160655
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_29_313.jpg;0;1;0;2.042818;103.2108;182.1954;1.302221;280.8816;-0.001184476
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_29_380.jpg;0;1;0;2.087541;103.2342;182.0714;1.304014;280.8706;-0.001177846
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_29_447.jpg;0;1;0;2.146834;103.2579;181.9447;1.306931;280.8578;-0.001200518
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_29_514.jpg;0;1;0;2.190923;103.2904;181.7717;1.312647;280.8436;-0.001216613
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_29_581.jpg;0;1;0;2.249795;103.3153;181.6388;1.318269;280.8318;-0.001274501
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_29_648.jpg;0;1;0;2.293863;103.3492;181.4578;1.318694;280.8167;-0.001251016
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_29_715.jpg;0;1;0;2.337474;103.3751;181.3189;1.324487;280.8053;-0.001305382
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_29_781.jpg;0;1;0;2.394927;103.4015;181.1775;1.325706;280.7946;-0.001280029
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_29_848.jpg;0;1;0;2.439018;103.4374;180.985;1.328782;280.7784;-0.001280524
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_29_914.jpg;0;1;0;2.482159;103.4648;180.8376;1.334082;280.767;-0.001308523
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_29_981.jpg;0;1;0;2.539492;103.4927;180.6876;1.340435;280.7558;-0.001337883
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_30_048.jpg;0;1;0;2.582643;103.5305;180.4838;1.336072;280.7399;-0.001322468
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_30_111.jpg;-2.037685;1;0;2.625303;103.5588;180.3278;1.342298;280.6263;-0.0008332315
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_30_179.jpg;-0.07152669;1;0;2.666831;103.5872;180.1694;1.340381;280.4617;-0.0005347953
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_30_245.jpg;0;1;0;2.724471;103.6161;180.0083;1.347667;280.4121;-0.001109346
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_30_314.jpg;0;1;0;2.765928;103.6554;179.7897;1.358456;280.3851;-0.001427177
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_30_381.jpg;0;1;0;2.808063;103.6852;179.6228;1.362754;280.3723;-0.001474604
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_30_448.jpg;0;1;0;2.86405;103.7257;179.3966;1.362896;280.3569;-0.001447342
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_30_514.jpg;0;1;0;2.905857;103.7564;179.2241;1.359868;280.3451;-0.001463754
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_30_580.jpg;0;1;0;2.96103;103.7876;179.049;1.365469;280.3316;-0.001446423
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_30_648.jpg;0;1;0;3.00249;103.8298;178.8118;1.366885;280.3139;-0.001458246
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_30_711.jpg;0;1;0;3.044251;103.8619;178.6309;1.374567;280.2998;-0.001510653
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_30_781.jpg;0;1;0;3.0847;103.8944;178.4477;1.376407;280.2862;-0.001522357
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_30_845.jpg;0;1;0;3.139423;103.9273;178.2621;1.377739;280.2744;-0.001064203
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_30_913.jpg;0;1;0;3.179992;103.9717;178.0109;1.379806;280.2537;-0.001523
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_30_981.jpg;0;1;0;3.221164;104.0055;177.8196;1.385842;280.2387;-0.001541139
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_31_049.jpg;0;1;0;3.274551;104.051;177.5609;1.390517;280.2191;-0.001467922
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_31_111.jpg;0;1;0;3.314689;104.0856;177.3641;1.390428;280.2039;-0.00157645
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_31_178.jpg;0;1;0;3.355422;104.1206;177.1648;1.394344;280.1883;-0.001610427
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_31_248.jpg;0;1;0;3.407928;104.1678;176.8955;1.400358;280.1666;-0.001614354
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_31_314.jpg;0;1;0;3.447954;104.2036;176.6908;1.402107;280.1513;-0.001543431
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_31_383.jpg;0;1;0;3.500484;104.2398;176.4836;1.408444;280.1337;-0.001648574
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_31_450.jpg;0;1;0;3.540215;104.2885;176.2039;1.408485;280.1125;-0.001558981
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_31_515.jpg;0;1;0;3.579891;104.3255;175.9913;1.412872;280.0944;-0.001671984
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_31_581.jpg;0;1;0;3.631451;104.3628;175.7765;1.416906;280.0766;-0.001671199
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_31_648.jpg;0;1;0;3.670442;104.413;175.4863;1.422523;280.054;-0.00124173
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_31_715.jpg;4.003169;1;0;3.709172;104.4525;175.2665;1.418694;280.2936;-0.003474336
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_31_781.jpg;0;1;0;3.760756;104.4934;175.0445;1.414878;280.5892;-0.003195088
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_31_848.jpg;0;1;0;3.798623;104.5485;174.7446;1.43748;280.6841;-0.001927013
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_31_915.jpg;2.004773;1;0;3.836392;104.5907;174.5173;1.441912;280.7774;-0.002653782
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_31_982.jpg;6.120214;1;0;3.887238;104.6356;174.2885;1.42872;281.2111;-0.001917091
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_32_048.jpg;10.11878;1;0;3.923291;104.704;173.9829;1.357103;282.6328;0.08276919
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_32_111.jpg;6.237177;1;0;3.958808;104.7599;173.7532;1.242593;283.8486;0.1609777
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_32_179.jpg;2.363603;0.8975731;0;3.998015;104.8182;173.5221;1.112885;284.6516;0.2335048
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_32_245.jpg;0;0.6972476;0;4.039706;104.878;173.2894;0.9967478;284.9673;0.3079994
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_32_313.jpg;0;0.4923493;0;4.059303;104.9593;172.9774;0.850206;285.0583;0.3997697
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_32_377.jpg;0;0.3019801;0;4.070403;105.0209;172.7431;0.7308813;285.0582;0.4533048
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_32_445.jpg;0;0.09874586;0;4.070895;105.0825;172.5092;0.592921;285.0457;0.4920521
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_32_514.jpg;0;0;0;4.060668;105.1645;172.1991;0.3678789;285.0278;0.5246634
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_32_580.jpg;0;0;0;4.043128;105.2258;171.9678;0.1763271;285.0181;0.5384026
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_32_647.jpg;-2.028212;0;0;4.029843;105.2869;171.7375;359.9766;284.9793;0.5401049
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_32_714.jpg;0;0;0;4.01599;105.3675;171.4304;359.7685;284.8972;0.4744196
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_32_781.jpg;0;0;0;3.997266;105.428;171.2008;359.6343;284.8708;0.4047115
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_32_847.jpg;0;0;0;3.983268;105.4884;170.9716;359.5206;284.8538;0.3171907
C:\Users\Stewartt\Documents\IMG\robocam_2018_03_08_08_33_32_915.jpg;0;0;0;3.969731;105.5688;170.6671;359.3815;284.8419;0.1973718
